PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
11124		0.081253	-1.080510	12.092168	-0.565342	-1.103790	-0.272180	-0.395508	0.122070	-0.640625
11125		0.510344	-1.363663	12.331556	-0.247193	-0.831416	-0.193024	-0.397949	0.117676	-0.637207
11126		0.638589	-1.374952	12.087701	0.041199	-0.565339	-0.107765	-0.400635	0.124512	-0.640625
11127		0.561974	-1.224809	11.688850	0.240326	-0.314903	-0.057983	-0.407959	0.120117	-0.634277
11128		0.206777	-1.484100	11.571724	0.346375	-0.081444	0.002480	-0.405518	0.122314	-0.634521
11129		-0.379776	-0.703392	11.261806	0.298500	0.131989	0.008392	-0.405029	0.110840	-0.639404
11130		-0.385097	-1.187639	11.574472	-0.025749	0.374031	0.016785	-0.402588	0.113037	-0.645508
11131		-0.703993	-1.592638	11.574829	-0.205994	0.559426	0.028229	-0.397949	0.119873	-0.646240
11132		-0.494792	-2.125230	11.450263	-0.358201	0.677301	0.059128	-0.390625	0.124268	-0.649902
11133		-0.322091	-1.396136	10.647470	-0.315858	0.654794	0.051880	-0.385986	0.124023	-0.640869
11134		-0.635852	-1.550421	9.991581	-0.231934	0.521851	0.036621	-0.383545	0.124023	-0.644043
11135		-1.143462	-1.480447	9.855939	0.052834	0.287628	0.018311	-0.385742	0.121826	-0.652588
11136		-1.070023	-1.324709	10.180428	0.366211	0.056267	-0.000381	-0.383057	0.119385	-0.649658
11137		-1.156668	-1.935258	10.420420	0.693513	-0.176812	0.010681	-0.380615	0.114746	-0.646240
11138		-1.407390	-1.854502	10.746127	1.010328	-0.391199	0.058365	-0.387939	0.112793	-0.648926
11139		-1.600932	-1.236684	10.571922	1.298534	-0.556760	0.109101	-0.389893	0.101318	-0.644775
11140		-1.567697	-0.819534	10.188669	1.401724	-0.614554	0.099946	-0.392090	0.094727	-0.644043
11141		-1.200893	-2.197177	10.549862	1.614590	-0.508887	0.079347	-0.401611	0.081299	-0.642822
11142		0.194383	-2.918550	10.884329	1.370251	-0.396350	0.126268	-0.406006	0.070068	-0.644775
11143		0.447226	-3.031610	11.577887	1.194961	-0.255586	0.058747	-0.400879	0.060791	-0.644043
11144		0.211784	-1.495734	10.726836	1.137930	-0.151635	-0.043297	-0.407959	0.054199	-0.643311
11145		-0.342399	-0.430002	9.945566	1.177986	-0.102807	-0.166322	-0.405029	0.038086	-0.644775
11146		-0.831358	-0.320738	9.408500	1.390087	-0.131608	-0.244906	-0.407227	0.033691	-0.647461
11147		-1.020699	-0.847740	9.004541	1.539628	-0.211146	-0.289920	-0.409180	0.015381	-0.639648
11148		-0.818563	-0.805449	8.764596	1.610774	-0.311283	-0.264171	-0.408936	0.006348	-0.635986
11149		-0.742497	-0.391569	8.782238	1.663420	-0.456244	-0.189211	-0.415527	-0.009521	-0.640381
11150		-0.435089	0.252050	9.039270	1.738954	-0.542648	-0.136187	-0.417725	-0.020752	-0.633301
11151		0.000784	0.957252	9.459103	1.655790	-0.541694	-0.096132	-0.422363	-0.031982	-0.629150
11152		0.019810	1.094460	9.492061	1.482597	-0.518041	-0.076867	-0.424561	-0.041016	-0.631348
11153		-0.101564	0.865451	9.815284	1.342785	-0.422481	-0.057221	-0.429199	-0.052246	-0.627197
11154		-0.083044	0.370269	10.438589	1.135451	-0.255777	0.012970	-0.428955	-0.059082	-0.626709
11155		0.019040	0.040758	10.711627	0.875094	-0.013542	0.080109	-0.430908	-0.070312	-0.625732
11156		0.028176	0.011434	10.028623	0.671579	0.193024	0.115776	-0.428467	-0.077393	-0.622070
11157		-0.222629	-0.032775	8.648432	0.509072	0.348664	0.134278	-0.423584	-0.072998	-0.622559
11158		-0.066297	-0.847581	7.867199	0.397683	0.474740	0.164223	-0.423584	-0.077393	-0.622070
11159		-0.067658	-1.473437	7.723823	0.408364	0.605012	0.212098	-0.418457	-0.079834	-0.625000
11160		-0.309089	-0.900799	7.767805	0.641444	0.691607	0.278855	-0.420898	-0.082031	-0.624756
11161		-0.776399	0.388372	7.564124	0.873761	0.695042	0.344851	-0.408203	-0.098389	-0.626465
11162		-1.202594	1.109197	7.913919	1.120004	0.614171	0.476459	-0.410645	-0.091553	-0.639160
11163		-1.773372	1.096873	8.057675	1.349653	0.457959	0.550085	-0.405273	-0.107422	-0.631836
11164		-1.988800	0.228612	9.037038	1.445786	0.299266	0.606162	-0.400391	-0.107666	-0.631836
11165		-2.032614	0.357212	9.145399	1.393332	0.158693	0.652320	-0.400146	-0.121338	-0.627686
11166		-2.135976	0.960245	8.383379	1.270687	0.023270	0.661474	-0.409424	-0.130127	-0.632568
11167		-2.199107	1.523627	7.525543	1.049811	-0.148583	0.639347	-0.406982	-0.132568	-0.626465
11168		-2.163187	2.685195	7.104393	0.746158	-0.316812	0.589182	-0.411865	-0.136963	-0.623047
11169		-1.797687	2.521351	7.225303	0.394631	-0.407411	0.513460	-0.414307	-0.134521	-0.623291
11170		-1.610088	1.315894	7.535997	0.109673	-0.413705	0.503350	-0.414551	-0.134521	-0.614258
11171		-1.629927	1.106770	7.230346	-0.067139	-0.415612	0.543214	-0.424316	-0.132080	-0.617188
11172		-1.642425	1.240131	6.873302	-0.239182	-0.451852	0.586130	-0.424561	-0.125244	-0.614746
11173		-1.539454	1.031269	7.257699	-0.470545	-0.550081	0.595858	-0.434326	-0.122559	-0.614990
11174		-1.285005	1.229046	7.608585	-0.752644	-0.609592	0.578120	-0.434570	-0.115723	-0.618408
11175		-1.049128	1.896702	7.894673	-1.187716	-0.672156	0.487523	-0.439941	-0.102051	-0.613525
11176		-0.966398	1.691184	8.089811	-1.552029	-0.750360	0.283817	-0.450195	-0.090332	-0.608398
11177		-0.887018	1.313935	8.250340	-1.902805	-0.813880	0.158694	-0.457764	-0.081055	-0.609131
11178		-0.131822	-0.681524	9.336575	-2.297840	-0.802060	0.126842	-0.458252	-0.065186	-0.610596
11179		-0.041904	-1.812837	9.397609	-2.337705	-0.693338	0.148014	-0.466309	-0.042236	-0.606445
11180		-0.233047	-2.160265	9.084695	-2.024880	-0.595676	0.298315	-0.469238	-0.028564	-0.607666
11181		-0.656566	-2.056148	8.631049	-1.294720	-0.464444	0.518803	-0.476807	-0.019043	-0.605469
11182		-0.954484	-0.921337	7.993510	-0.670627	-0.275804	0.738910	-0.484619	-0.007568	-0.603271
11183		-0.608020	-0.170269	8.019962	-0.364687	-0.078392	0.999455	-0.479980	-0.000732	-0.597900
11184		-0.211796	0.392857	7.454456	-0.279237	0.109292	1.045423	-0.477539	0.003662	-0.604492
11185		-0.007608	0.315404	7.727912	-0.525478	0.241853	1.055915	-0.477783	0.014893	-0.614502
11186		-0.027765	-0.262278	7.456229	-0.911148	0.329402	1.062593	-0.473145	0.021729	-0.612061
11187		0.209867	0.426374	8.541905	-1.136029	0.432019	1.081097	-0.468750	0.032959	-0.613281
11188		0.224134	-0.187280	9.423920	-1.350613	0.563057	1.136224	-0.469238	0.048828	-0.611572
11189		0.052035	-0.789883	9.796846	-1.536397	0.713361	1.233696	-0.464844	0.064697	-0.610107
11190		-0.187965	-0.810534	9.424026	-1.735727	0.854130	1.328690	-0.458008	0.084961	-0.621094
11191		-0.640396	-0.682496	8.450581	-1.952416	0.894380	1.406899	-0.451416	0.103027	-0.613770
11192		-1.164301	-0.518857	7.614677	-2.155752	0.823046	1.450393	-0.444824	0.130127	-0.622314
11193		-1.311109	-0.513637	7.357116	-2.274969	0.704216	1.483203	-0.437988	0.145996	-0.626953
11194		-1.314613	-0.866829	7.866002	-2.360996	0.552768	1.492741	-0.434082	0.173096	-0.626465
11195		-1.052457	-1.242165	8.858000	-2.445115	0.415053	1.474050	-0.425293	0.193359	-0.616455
11196		-1.049446	-1.366608	10.362931	-2.574825	0.307476	1.471955	-0.421143	0.216064	-0.612549
11197		-0.522562	-1.500917	11.503302	-2.808496	0.212297	1.411496	-0.421875	0.241211	-0.614746
11198		2.350224	-3.838410	16.701206	-2.716172	0.527975	1.369721	-0.410889	0.270508	-0.611572
11199		0.003005	-1.598450	12.507883	-3.103606	0.756112	1.455000	-0.404541	0.293213	-0.601807
11200		-0.617832	-0.670421	12.818543	-2.994873	0.760306	1.440499	-0.393066	0.317871	-0.601318
11201		-0.124740	-0.497006	12.756453	-3.112760	0.670658	1.426006	-0.389404	0.347412	-0.592041
11202		0.037846	-1.224348	13.001717	-3.163308	0.594742	1.375459	-0.380615	0.376709	-0.585693
11203		-0.085454	-0.625521	13.419507	-3.414156	0.500517	1.280285	-0.367188	0.403809	-0.573486
11204		-0.344019	-1.121154	13.874883	-3.670922	0.414684	1.168706	-0.368408	0.431152	-0.563965
11205		-0.454840	-1.875530	14.389799	-3.783663	0.339721	1.087259	-0.352295	0.455811	-0.554443
11206		-0.267996	-2.504134	14.547954	-3.780417	0.193227	1.039000	-0.343750	0.482910	-0.542236
11207		-0.120580	-2.819808	14.684601	-3.739973	-0.038912	1.030033	-0.354980	0.512939	-0.517578
11208		0.040746	-3.105722	14.377604	-3.557029	-0.305384	1.036704	-0.338867	0.537598	-0.502197
11209		1.477338	-3.856640	13.717562	-3.251046	-0.544575	1.019338	-0.340088	0.555908	-0.479980
11210		2.284736	-4.259246	13.001994	-2.909976	-0.807987	1.075409	-0.338623	0.578857	-0.467041
11211		2.969391	-4.759634	12.633152	-2.596381	-0.960386	1.177260	-0.341797	0.592529	-0.447266
11212		4.137874	-5.420230	12.294445	-2.203052	-0.905445	1.153407	-0.337891	0.617676	-0.437500
11213		4.815115	-6.649484	11.723721	-1.713594	-0.753608	0.996418	-0.335938	0.624512	-0.426270
11214		4.237975	-6.961783	10.576245	-1.236547	-0.564009	0.835237	-0.331787	0.637939	-0.415527
11215		4.047358	-7.158467	10.706670	-0.837521	-0.281526	0.746922	-0.329590	0.637939	-0.406494
11216		2.411587	-7.030503	10.438114	-0.268364	0.205994	0.597764	-0.327393	0.646973	-0.401367
11217		3.601982	-7.078513	9.735582	0.168610	0.708200	-0.308228	-0.329590	0.640137	-0.406738
11218		3.521399	-6.044183	9.283942	0.667004	1.011474	-0.454143	-0.324463	0.637939	-0.412598
11219		3.934637	-4.662455	7.882850	0.727281	1.152816	-1.058210	-0.321533	0.626221	-0.426514
11220		4.220495	-3.902033	7.140995	0.674259	1.157016	-1.437210	-0.326172	0.626465	-0.429443
11221		3.542764	-3.700081	6.498919	0.468645	1.153588	-1.821936	-0.328125	0.614990	-0.440430
11222		3.086432	-4.299137	6.085323	0.255401	1.172860	-2.212011	-0.332764	0.610596	-0.437012
11223		3.104221	-5.688425	6.077667	0.109295	1.288649	-2.561276	-0.342041	0.601807	-0.445068
11224		3.551477	-7.100587	6.608786	0.130659	1.546929	-2.878699	-0.344238	0.590332	-0.449951
11225		4.302932	-8.081766	6.633237	0.331135	1.887048	-3.180114	-0.350830	0.581299	-0.460938
11226		5.203947	-8.214933	6.295869	0.568049	2.242439	-3.430230	-0.360107	0.572510	-0.468994
11227		5.809384	-7.970102	6.013550	0.814888	2.517341	-3.646396	-0.354248	0.542725	-0.472412
11228		5.953060	-7.790174	5.580175	0.996494	2.718803	-3.801898	-0.365723	0.536133	-0.495605
11229		5.970480	-7.858397	6.004092	1.159788	2.914922	-3.885291	-0.369629	0.513428	-0.511475
11230		5.654774	-7.574186	6.409624	1.357993	3.085862	-3.927288	-0.370850	0.488281	-0.530029
11231		4.445778	-8.264520	5.140916	1.452038	3.157590	-3.871591	-0.362549	0.465332	-0.543213
11232		2.835460	-8.634172	4.470579	1.655001	3.124395	-3.783840	-0.361328	0.444580	-0.565430
11233		2.089199	-7.991372	4.372824	1.872649	3.061248	-3.654880	-0.353027	0.419434	-0.578125
11234		1.860352	-7.371288	4.514834	2.054625	3.019084	-3.519817	-0.344482	0.394043	-0.596924
11235		1.676281	-6.912159	4.572657	2.138934	2.962041	-3.432061	-0.333740	0.368652	-0.613037
11236		1.787359	-7.056448	4.765022	2.273404	2.798167	-3.287069	-0.327881	0.345703	-0.619873
11237		1.859181	-7.375423	4.950381	2.498861	2.576116	-3.101640	-0.314453	0.315674	-0.635498
11238		1.736541	-7.001426	4.889451	2.686725	2.310565	-2.742043	-0.310791	0.290527	-0.651367
11239		1.145576	-7.075823	5.061681	2.819458	1.993706	-2.368337	-0.297363	0.256104	-0.663330
11240		0.519213	-6.834590	5.078846	2.954678	1.664653	-2.072661	-0.293701	0.233154	-0.679443
11241		-0.643297	-6.559045	5.514086	2.979448	1.307180	-1.743416	-0.283203	0.205566	-0.683105
11242		-1.654678	-6.081255	6.191415	2.964545	0.972413	-1.368970	-0.279541	0.182617	-0.696045
11243		-2.279234	-5.641420	6.876391	2.803342	0.778992	-1.055950	-0.266846	0.157471	-0.691162
11244		-2.452514	-5.551390	7.344969	2.519875	0.655004	-0.742744	-0.263672	0.136719	-0.695312
11245		-2.423802	-5.807676	7.697661	2.129599	0.522624	-0.450907	-0.257812	0.116211	-0.699463
11246		-2.176689	-6.352433	7.975456	1.642438	0.395017	-0.167849	-0.260010	0.104736	-0.701416
11247		-1.836328	-6.928644	8.033059	1.152045	0.289347	0.169374	-0.257080	0.095703	-0.706787
11248		-1.769582	-7.394497	8.285307	0.556947	0.138283	0.495149	-0.254639	0.095459	-0.712646
11249		-1.867217	-7.546574	8.339420	0.048065	-0.021935	0.820162	-0.259521	0.093506	-0.706543
11250		-2.290417	-7.638275	8.381616	-0.438693	-0.169755	1.033026	-0.257324	0.100098	-0.704102
11251		-2.934405	-7.392404	8.242693	-0.893983	-0.371555	1.205456	-0.255371	0.109375	-0.698975
11252		-3.183759	-7.114074	8.121417	-1.265737	-0.548753	1.428818	-0.260498	0.123047	-0.703125
11253		-3.673888	-6.338482	7.613500	-1.505314	-0.730722	1.641883	-0.265869	0.132324	-0.697754
11254		-4.079802	-5.117905	7.682647	-1.790481	-0.851656	1.784187	-0.269043	0.155029	-0.696777
11255		-4.725646	-4.560551	7.584910	-1.804407	-0.886372	1.818140	-0.277100	0.175781	-0.689453
11256		-4.984992	-1.953742	6.541076	-1.942512	-1.027143	1.879567	-0.285156	0.194336	-0.682129
11257		-5.251379	-3.414099	8.587169	-2.654222	-1.220770	2.163052	-0.288574	0.219482	-0.675293
11258		-5.077607	-3.437337	8.542226	-2.370005	-1.312897	2.293516	-0.296875	0.246826	-0.674561
11259		-3.906706	-4.955624	9.125115	-2.391192	-1.463213	2.492669	-0.297607	0.265137	-0.658203
11260		-3.130494	-4.943944	8.650506	-2.452250	-1.739426	2.613622	-0.306152	0.294922	-0.651855
11261		-2.791632	-5.076486	9.427514	-2.470394	-2.073063	2.776546	-0.312256	0.320312	-0.633057
11262		-2.015758	-3.971863	10.132795	-2.441618	-2.405756	3.003953	-0.322998	0.345703	-0.623047
11263		-2.264412	-2.908273	10.672749	-2.350840	-2.677981	3.178708	-0.326416	0.368408	-0.613037
11264		-3.076387	-2.025923	10.120391	-2.155139	-2.908045	3.317976	-0.342285	0.398682	-0.597412
11265		-3.416057	-1.485626	10.464258	-2.011319	-3.084697	3.409171	-0.350586	0.421631	-0.581299
11266		-3.363198	-1.189901	11.127259	-1.855092	-3.145740	3.452474	-0.361572	0.444824	-0.553223
11267		-3.234462	-1.198313	11.492600	-1.669289	-3.124552	3.415262	-0.362549	0.467529	-0.543457
11268		-2.891265	-2.680263	11.757405	-1.457734	-3.041937	3.364118	-0.375977	0.492920	-0.524414
11269		-2.359242	-3.324629	12.160370	-1.235877	-2.852112	3.301522	-0.374268	0.504395	-0.510498
11270		-1.912341	-3.763960	12.642919	-1.045495	-2.549742	3.196763	-0.370117	0.524902	-0.500488
11271		-1.307570	-5.263422	12.876298	-0.630034	-2.140169	2.978688	-0.375488	0.534180	-0.492188
11272		-1.265058	-6.026842	13.185157	-0.206193	-1.686168	2.709313	-0.371826	0.554443	-0.473145
11273		-1.401776	-6.845461	13.961797	0.398458	-1.099431	2.526174	-0.364258	0.552002	-0.473145
11274		-1.921249	-7.228610	13.911735	1.088173	-0.425160	2.343626	-0.354492	0.554199	-0.479492
11275		-2.315887	-6.513296	13.852210	1.845803	0.246438	2.149273	-0.341797	0.546875	-0.490967
11276		-2.453912	-4.403517	13.604824	2.513997	0.891344	1.875960	-0.324463	0.541992	-0.502930
11277		-2.716108	-2.382990	13.145898	2.888837	1.456531	1.612942	-0.316650	0.537109	-0.520508
11278		-2.932090	-1.228765	12.777991	3.047745	1.815905	1.352964	-0.293701	0.515869	-0.542969
11279		-3.676006	-0.875016	13.666224	2.905429	1.820662	1.047572	-0.277832	0.494873	-0.562500
11280		-4.454535	-1.497105	12.363155	2.439202	1.348352	0.767162	-0.265137	0.485596	-0.579834
11281		-4.748270	-1.996227	11.424476	1.655602	0.522049	0.632486	-0.259766	0.473877	-0.584961
11282		-4.032870	-3.432938	12.169005	1.208505	-0.270464	0.453952	-0.252441	0.473633	-0.587891
11283		-2.561648	-3.916483	12.200307	1.311506	-0.768860	0.113679	-0.259277	0.462646	-0.592773
11284		-0.433510	-4.240856	12.252379	1.397150	-0.950253	-0.261691	-0.263672	0.455811	-0.598145
11285		-1.178632	-4.053711	11.762220	1.579306	-0.803195	-0.347142	-0.280273	0.437988	-0.593262
11286		-0.048617	-3.574570	11.488768	2.119871	-0.330741	-0.586713	-0.279541	0.421875	-0.609863
11287		0.211904	-4.110407	10.532136	2.487447	0.181585	-0.953703	-0.281250	0.403809	-0.611084
11288		0.817809	-3.228247	9.254638	2.729715	0.679424	-1.259091	-0.277832	0.383301	-0.624268
11289		1.108219	-2.557670	9.560778	2.881961	1.258152	-1.560291	-0.281494	0.353760	-0.639648
11290		1.080442	-3.352123	9.360675	2.946664	1.888398	-1.835180	-0.270752	0.330566	-0.658691
11291		1.071750	-4.818935	9.058227	2.941550	2.472878	-1.944883	-0.254883	0.300537	-0.662354
11292		1.964539	-4.506257	8.809519	2.804243	3.081406	-2.013005	-0.239258	0.279541	-0.681641
11293		2.397520	-4.214112	8.345495	2.512812	3.695300	-2.234119	-0.223389	0.249512	-0.700195
11294		2.212558	-3.628927	7.458802	2.207247	4.192262	-2.272104	-0.188477	0.228271	-0.698975
11295		1.924128	-2.469289	6.611286	1.806096	4.541755	-2.263152	-0.148926	0.215820	-0.719482
11296		1.160122	-1.879823	6.422671	1.289333	4.727745	-2.238544	-0.114258	0.201172	-0.724854
11297		0.003383	-1.941620	4.643762	0.993654	4.721620	-2.175394	-0.079590	0.188965	-0.730469
11298		-0.764066	-1.789099	3.261239	0.785532	4.601408	-2.091254	-0.047607	0.183594	-0.736572
11299		-0.992733	-1.475765	2.992836	0.726584	4.503335	-2.010554	-0.015869	0.176025	-0.727539
11300		-0.836051	-1.306464	2.720913	0.623576	4.507524	-1.935584	0.028076	0.172607	-0.734131
11301		-0.509249	-1.536514	2.099179	0.579129	4.510379	-1.855655	0.062256	0.165039	-0.725098
11302		-0.584409	-1.998121	1.499228	0.581608	4.500072	-1.784311	0.091309	0.171143	-0.726074
11303		-1.034785	-2.304212	1.553758	0.701210	4.473740	-1.692364	0.130371	0.167969	-0.720459
11304		-1.582818	-2.487543	1.455702	0.868498	4.409824	-1.560549	0.164307	0.162598	-0.711670
11305		-2.421589	-2.407713	1.566162	1.030251	4.267499	-1.429876	0.191406	0.152832	-0.702393
11306		-3.338047	-2.100019	1.846509	1.180744	4.045432	-1.279744	0.222656	0.154297	-0.691162
11307		-4.193655	-1.182643	1.967976	1.293465	3.747824	-1.140675	0.254639	0.137695	-0.681396
11308		-4.944732	-0.682152	2.110145	1.318244	3.340722	-0.942666	0.281494	0.139160	-0.681885
11309		-5.373040	-0.570121	2.337497	1.394144	2.890908	-0.714906	0.301025	0.123047	-0.662842
11310		-6.041743	-0.623128	2.545539	1.372000	2.382165	-0.434890	0.318115	0.122559	-0.666260
11311		-6.789829	-1.352670	3.146699	1.425966	1.809161	-0.241094	0.335693	0.106201	-0.656006
11312		-7.475626	-1.367602	3.318085	1.455901	1.190966	-0.013733	0.348145	0.099121	-0.658691
11313		-7.392260	-1.792771	3.927001	1.255236	0.572972	0.202944	0.350830	0.087646	-0.657715
11314		-6.755502	-2.495514	4.291095	1.138694	0.045395	0.381281	0.353760	0.073975	-0.653564
11315		-5.806378	-1.990944	4.555956	0.879674	-0.419428	0.531772	0.348877	0.071777	-0.656250
11316		-5.556669	-1.394624	4.799790	0.503161	-0.850110	0.620655	0.341797	0.067383	-0.655762
11317		-6.064473	-1.439110	5.026713	0.252535	-1.259433	0.638586	0.325195	0.056396	-0.666260
11318		-6.928969	-1.304799	5.534134	-0.012779	-1.706529	0.652132	0.313232	0.056641	-0.669189
11319		-7.833863	-1.644282	6.467100	-0.255590	-2.156685	0.611127	0.301025	0.056885	-0.675049
11320		-8.352788	-2.022909	7.342531	-0.523201	-2.561646	0.605029	0.279541	0.057373	-0.689453
11321		-8.397479	-2.316972	7.689797	-0.763542	-2.932856	0.598168	0.257324	0.069336	-0.693115
11322		-8.313250	-2.311485	7.952706	-0.986721	-3.294730	0.571089	0.230469	0.072266	-0.704834
11323		-8.397926	-1.977741	7.994502	-1.187782	-3.698204	0.524936	0.201172	0.077393	-0.701904
11324		-8.301757	-1.419907	8.045286	-1.343260	-4.094825	0.399621	0.174316	0.089355	-0.717285
11325		-8.151290	-0.891011	8.157339	-1.475473	-4.506344	0.255609	0.127930	0.097412	-0.726074
11326		-7.567416	-1.009723	8.136051	-1.593003	-4.892317	0.083742	0.098145	0.116211	-0.727295
11327		-6.781819	-1.358785	8.465131	-1.634230	-5.229841	-0.077830	0.046631	0.124512	-0.729980
11328		-6.330967	-2.495624	8.909469	-1.669730	-5.467588	-0.178171	0.000000	0.141602	-0.730713
11329		-5.984050	-3.427638	9.831764	-1.692254	-5.639701	-0.215180	-0.046875	0.151855	-0.724854
11330		-5.542922	-3.994338	10.764020	-1.714005	-5.686453	-0.245703	-0.091064	0.173340	-0.731689
11331		-4.979303	-4.267809	11.116700	-1.675469	-5.672520	-0.254096	-0.140381	0.181396	-0.716553
11332		-4.579418	-4.178276	11.047164	-1.641890	-5.624432	-0.223573	-0.184814	0.196289	-0.717041
11333		-4.051566	-3.774627	11.204555	-1.503960	-5.539511	-0.201444	-0.231689	0.204346	-0.689941
11334		-3.455084	-3.425555	11.166133	-1.354395	-5.442379	-0.147076	-0.278564	0.216797	-0.681152
11335		-3.316585	-3.343923	11.202615	-1.171262	-5.412794	-0.057991	-0.313477	0.226807	-0.663574
11336		-2.797289	-3.845008	11.349733	-0.898665	-5.411064	0.088703	-0.357666	0.234863	-0.648438
11337		-2.431757	-3.753706	11.497585	-0.605848	-5.384534	0.315133	-0.399902	0.236084	-0.617676
11338		-1.969070	-3.833350	11.792997	-0.385139	-5.281118	0.526490	-0.436768	0.243896	-0.602783
11339		-1.342086	-3.827330	12.309759	-0.194380	-5.097762	0.701982	-0.473877	0.242676	-0.577881
11340		-0.462806	-3.526844	12.770082	-0.044446	-4.821115	0.872699	-0.501221	0.252441	-0.560303
11341		0.083275	-3.629425	12.711862	0.122272	-4.494876	1.059817	-0.526367	0.257812	-0.536377
11342		0.491439	-3.260274	12.874654	0.241871	-4.136216	1.209925	-0.551270	0.260742	-0.512207
11343		0.275185	-2.879354	13.443448	0.397518	-3.744565	1.326077	-0.568604	0.263428	-0.494141
11344		0.258647	-2.324682	14.040743	0.493840	-3.323930	1.425250	-0.591064	0.268555	-0.482178
11345		0.398829	-1.866843	14.216421	0.554873	-2.886330	1.464147	-0.603760	0.275879	-0.464600
11346		0.543166	-1.594286	14.156571	0.508517	-2.496046	1.442579	-0.616455	0.280762	-0.449951
11347		0.940326	-1.502762	14.258022	0.405323	-2.119503	1.367225	-0.619141	0.285400	-0.435303
11348		1.433881	-1.783315	14.444443	0.275808	-1.741253	1.255823	-0.628906	0.285645	-0.435059
11349		2.495546	-2.158271	14.529923	0.144388	-1.337451	1.166550	-0.629395	0.294922	-0.427002
11350		3.351238	-2.586049	14.034705	0.191118	-0.915917	1.123248	-0.639648	0.304199	-0.421631
11351		3.916808	-2.801600	13.544495	0.407413	-0.565151	1.106270	-0.634766	0.301758	-0.412598
11352		4.257747	-2.777317	13.042078	0.798422	-0.277903	1.031311	-0.637451	0.311035	-0.416260
11353		3.735644	-1.742982	12.246795	1.129924	-0.042534	0.946816	-0.637451	0.304199	-0.406738
11354		4.262005	-0.382112	12.075403	1.072894	0.146295	1.120388	-0.632812	0.313232	-0.416504
11355		3.997158	-1.977830	10.743508	1.427670	0.261692	1.094070	-0.627441	0.306152	-0.425049
11356		3.911806	-1.034631	11.002423	1.598383	0.259213	1.084345	-0.622314	0.308350	-0.440186
11357		3.655410	-1.070539	11.073637	1.742012	0.234227	1.060504	-0.614746	0.301270	-0.436768
11358		3.770353	-0.985117	11.668600	1.689366	0.202754	1.011102	-0.614746	0.299072	-0.436523
11359		4.082649	-1.340759	12.203657	1.554129	0.201610	0.952162	-0.609619	0.296631	-0.448486
11360		4.887516	-0.858522	12.364415	1.197063	0.195505	0.875481	-0.604736	0.298584	-0.454834
11361		5.335942	-1.253325	12.863208	0.669101	0.185586	0.774387	-0.606934	0.291992	-0.454102
11362		5.635692	-1.587755	13.046067	0.198174	0.160408	0.720598	-0.604736	0.303223	-0.455078
11363		6.175245	-1.355544	12.490625	-0.262261	0.148011	0.672914	-0.597412	0.300781	-0.452148
11364		6.295154	-1.687548	12.598717	-0.930600	0.112153	0.482371	-0.600098	0.307617	-0.458740
11365		6.047868	-2.944065	11.599749	-1.154334	0.048256	0.277712	-0.597900	0.316650	-0.453613
11366		5.886259	-2.624204	11.378221	-1.282701	0.026894	0.148583	-0.595947	0.328125	-0.454590
11367		6.050833	-2.693630	10.629525	-1.285371	0.066376	0.024414	-0.593994	0.339355	-0.446533
11368		6.212131	-2.992556	9.612299	-1.049619	0.163270	-0.104714	-0.598877	0.341797	-0.446777
11369		6.537534	-3.177547	9.015541	-0.669863	0.343514	-0.249482	-0.593994	0.341797	-0.446777
11370		6.581133	-3.498391	8.652719	-0.222397	0.630953	-0.403405	-0.596436	0.343994	-0.449951
11371		6.626980	-3.439711	8.980384	0.181009	1.070411	-0.570682	-0.583984	0.336914	-0.455566
11372		6.181226	-3.489288	8.424736	0.622376	1.469822	-0.732050	-0.579102	0.336670	-0.461670
11373		5.789437	-2.824988	8.059730	0.882738	1.766430	-0.912494	-0.571045	0.325195	-0.472656
11374		5.394660	-1.922310	7.891719	0.912879	1.927612	-1.053453	-0.562988	0.311279	-0.489502
11375		4.960338	-1.433239	7.831923	0.847647	1.989224	-1.161986	-0.557617	0.299561	-0.497559
11376		4.568810	-1.118848	7.421120	0.632492	1.926659	-1.286347	-0.549805	0.290283	-0.511963
11377		4.326243	-1.419023	7.511190	0.264699	1.834693	-1.352341	-0.539551	0.280762	-0.520264
11378		4.409650	-1.478934	7.836383	-0.196461	1.774254	-1.430733	-0.529541	0.280518	-0.526367
11379		4.298869	-1.246921	7.314745	-0.617042	1.712839	-1.518285	-0.519531	0.273438	-0.531982
11380		4.458009	-0.660697	6.796820	-1.215207	1.667452	-1.620721	-0.516846	0.270996	-0.546875
11381		4.551238	-0.728499	5.458234	-1.572282	1.657162	-1.772370	-0.511963	0.273193	-0.550049
11382		4.361485	-1.021153	4.455639	-1.629131	1.687116	-1.987536	-0.509521	0.277588	-0.559570
11383		3.853084	-2.025167	4.324139	-1.406731	1.835712	-2.262977	-0.499756	0.277588	-0.553711
11384		3.068607	-3.124069	4.391788	-0.982713	2.016736	-2.524114	-0.492188	0.274902	-0.565674
11385		2.440468	-4.060265	4.674375	-0.456834	2.191277	-2.760460	-0.479492	0.260986	-0.573486
11386		1.649573	-4.711303	4.923936	0.094038	2.313181	-3.014555	-0.476074	0.247070	-0.590332
