PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z
07947		0.756642	-0.335345	9.893826	0.006866	0.004005	-0.002289	-0.349854	0.151611	-0.618652
07948		0.780879	-0.335269	9.930411	-0.004959	-0.000191	-0.000763	-0.349854	0.156006	-0.622070
07949		0.787877	-0.384822	9.954781	-0.006104	-0.010490	-0.000763	-0.352783	0.158447	-0.607666
07950		0.770611	-0.361048	9.966800	-0.005722	-0.010300	-0.003242	-0.354736	0.156250	-0.618896
07951		0.757254	-0.378056	9.954816	0.006866	-0.008202	-0.005341	-0.355225	0.156250	-0.604736
07952		0.776109	-0.328753	9.997453	0.003433	-0.004005	0.000572	-0.352539	0.158447	-0.616455
07953		0.787362	-0.305221	9.936521	-0.001335	0.000000	-0.005341	-0.355225	0.160645	-0.613525
07954		0.793334	-0.317209	9.851000	0.007439	0.002480	0.000572	-0.354980	0.156250	-0.613281
07955		0.781615	-0.323463	9.967013	0.000763	-0.007439	0.003815	-0.350342	0.158447	-0.610596
07956		0.763991	-0.316958	9.936412	0.008774	-0.007820	0.002861	-0.349854	0.156006	-0.622070
07957		0.769114	-0.354006	9.967035	0.000191	-0.001526	0.003052	-0.350342	0.160645	-0.613770
07958		0.787263	-0.323318	9.973072	0.005531	0.003624	0.003052	-0.354980	0.154053	-0.613037
07959		0.775023	-0.365908	9.924337	0.006104	0.002480	0.000000	-0.354736	0.156250	-0.621826
07960		0.762554	-0.377930	10.015874	-0.001907	0.002098	-0.003052	-0.354980	0.154053	-0.613037
07961		0.775708	-0.323787	9.960884	-0.006104	-0.011253	-0.000763	-0.347656	0.158203	-0.619385
07962		0.794194	-0.317733	9.954678	0.006294	0.006294	-0.000954	-0.357422	0.156494	-0.607422
07963		0.805507	-0.322834	9.912143	0.012970	0.003242	-0.002289	-0.354980	0.156250	-0.607422
07964		0.780890	-0.315791	9.918222	0.006485	-0.000191	-0.007820	-0.352539	0.156250	-0.616211
07965		0.750956	-0.329350	9.979239	0.004578	-0.004387	-0.003052	-0.355225	0.160645	-0.613525
07966		0.781578	-0.353266	9.954752	0.005531	0.000954	0.003624	-0.357422	0.156250	-0.613281
07967		0.775255	-0.354375	9.960916	-0.007629	-0.002098	-0.002289	-0.352539	0.156250	-0.610352
07968		0.775509	-0.366819	9.979145	0.002670	-0.003242	-0.005531	-0.350098	0.158203	-0.616455
07969		0.787363	-0.323215	9.899910	0.004578	0.000191	-0.011444	-0.352783	0.158447	-0.610596
07970		0.787546	-0.322624	9.936521	0.007629	-0.003815	-0.001717	-0.352295	0.151611	-0.618652
07971		0.769090	-0.323380	9.942627	0.001717	-0.000763	-0.005341	-0.350098	0.158203	-0.616455
07972		0.787557	-0.329123	9.973042	0.005341	-0.004005	-0.002480	-0.354736	0.156250	-0.621826
07973		0.781599	-0.347827	9.979223	0.000763	-0.006676	-0.009155	-0.350098	0.158203	-0.616455
07974		0.787993	-0.366048	9.942536	0.001335	0.000572	-0.000191	-0.352783	0.160645	-0.613770
07975		0.793187	-0.335602	9.979273	0.001526	0.005531	-0.003815	-0.355225	0.158691	-0.602051
07976		0.798727	-0.341012	9.942672	0.014114	0.005150	0.003052	-0.352295	0.153809	-0.615967
07977		0.787075	-0.365955	9.936555	0.005341	0.005531	0.002289	-0.352783	0.158447	-0.607666
07978		0.786983	-0.353530	9.912093	-0.000191	-0.004005	-0.001717	-0.354980	0.158447	-0.613525
07979		0.775409	-0.341592	9.948717	0.003815	-0.005150	-0.003815	-0.352783	0.158447	-0.610596
07980		0.782267	-0.359915	9.936379	-0.003815	-0.010872	-0.000191	-0.352539	0.156250	-0.613281
07981		0.775473	-0.354092	9.948702	-0.001526	-0.006676	0.003052	-0.357422	0.158447	-0.616211
07982		0.812157	-0.353944	9.930348	0.005150	0.003624	0.001335	-0.354980	0.156250	-0.613281
07983		0.799244	-0.341733	9.906034	0.001526	0.006294	0.003052	-0.354980	0.156250	-0.616211
07984		0.780662	-0.366146	9.912102	-0.000381	-0.001717	0.002861	-0.352783	0.162842	-0.616699
07985		0.806191	-0.341403	9.918184	0.007629	-0.010490	-0.003815	-0.347656	0.158203	-0.619385
07986		0.782238	-0.347210	9.948637	-0.001717	0.001335	-0.003242	-0.350098	0.156006	-0.613281
07987		0.793502	-0.317203	9.942629	0.003242	-0.000763	-0.004578	-0.352539	0.158447	-0.616455
07988		0.757278	-0.347506	9.960908	0.001526	-0.008583	-0.008583	-0.354980	0.156250	-0.616211
07989		0.775067	-0.329006	9.942652	0.011444	0.001717	-0.003815	-0.350098	0.158203	-0.619385
07990		0.768825	-0.334631	9.967040	-0.001717	0.000572	-0.000954	-0.345215	0.156006	-0.616455
07991		0.781808	-0.335553	10.003623	0.003052	-0.011253	0.003052	-0.352295	0.156006	-0.619141
07992		0.800619	-0.335369	9.954742	0.002670	-0.000191	-0.000191	-0.357422	0.156250	-0.613281
07993		0.744582	-0.365493	9.899932	0.014496	0.000954	0.000000	-0.352539	0.156250	-0.607666
07994		0.793584	-0.346459	9.979231	-0.000381	-0.004196	-0.007629	-0.357178	0.154053	-0.615967
07995		0.762840	-0.341517	9.948748	0.004578	0.002480	-0.013733	-0.347900	0.156006	-0.607666
07996		0.793340	-0.323068	9.991440	-0.001526	-0.003242	-0.004578	-0.357178	0.154053	-0.618652
07997		0.781277	-0.336038	9.942613	-0.006866	-0.000572	0.000763	-0.352539	0.158447	-0.619141
07998		0.769431	-0.336352	9.905884	0.002098	-0.007820	-0.000191	-0.350098	0.158203	-0.616455
07999		0.793256	-0.341458	9.973172	0.006866	0.004005	0.000763	-0.354736	0.156250	-0.621826
08000		0.793220	-0.346980	9.954824	0.004959	-0.004768	-0.001526	-0.355225	0.158447	-0.607666
08001		0.799367	-0.335270	9.863311	0.008392	0.004005	-0.002289	-0.350098	0.153809	-0.610352
08002		0.793023	-0.334302	9.912135	0.012016	0.001335	-0.008392	-0.354980	0.158447	-0.616211
08003		0.793867	-0.329430	9.899875	0.003052	-0.008202	-0.002289	-0.354980	0.158447	-0.616211
08004		0.751702	-0.360721	9.899759	-0.018120	-0.004196	0.000763	-0.350098	0.158203	-0.619385
08005		0.787392	-0.353564	9.979261	0.008392	-0.000572	-0.005341	-0.352539	0.156250	-0.613281
08006		0.787523	-0.309993	9.912109	0.008202	-0.003242	-0.005531	-0.352295	0.151611	-0.618652
08007		0.787541	-0.329232	9.973142	0.006866	-0.003624	-0.003815	-0.350098	0.156006	-0.613281
08008		0.762757	-0.328985	9.991401	-0.001144	0.011253	0.001335	-0.352539	0.158447	-0.619141
08009		0.781838	-0.347848	9.960893	0.001526	-0.012016	0.006104	-0.354980	0.154053	-0.613037
08010		0.764106	-0.365985	9.979156	0.002098	-0.000191	-0.006866	-0.347656	0.156006	-0.616211
08011		0.744558	-0.384390	9.912120	0.002480	0.001526	-0.002289	-0.354980	0.156250	-0.616211
08012		0.786980	-0.347137	9.979282	0.010681	0.004005	-0.010109	-0.354736	0.156250	-0.621826
08013		0.781138	-0.317431	9.887703	-0.001526	0.002480	-0.006866	-0.354980	0.154053	-0.607422
08014		0.793586	-0.330059	9.960895	-0.005913	-0.008202	-0.004005	-0.352539	0.160645	-0.619385
08015		0.806031	-0.329555	9.905977	0.000763	-0.007439	0.000763	-0.348145	0.160645	-0.605225
08016		0.794145	-0.342195	9.966930	-0.007629	-0.000572	0.004578	-0.352539	0.156250	-0.613281
08017		0.781172	-0.323886	9.948724	-0.008392	0.001717	-0.004578	-0.352783	0.158447	-0.610596
08018		0.781108	-0.342661	9.930321	-0.000191	-0.000954	-0.000954	-0.352295	0.153809	-0.621826
08019		0.781096	-0.377836	9.918247	0.011444	0.003242	-0.003815	-0.354980	0.158447	-0.616211
08020		0.780805	-0.353061	9.924314	-0.004196	0.001335	-0.001717	-0.350098	0.158203	-0.619385
08021		0.787842	-0.329726	9.912066	-0.003052	-0.009727	-0.003815	-0.349854	0.153809	-0.621826
08022		0.782403	-0.323501	9.838765	0.004959	-0.003815	-0.007057	-0.352295	0.153809	-0.615967
08023		0.787581	-0.329452	9.905992	0.002289	-0.004387	-0.006104	-0.352539	0.151855	-0.607178
08024		0.793680	-0.347039	9.942568	0.013351	0.003242	-0.001717	-0.352783	0.160645	-0.613770
08025		0.781053	-0.329598	9.948746	0.000191	0.003815	0.004578	-0.354736	0.154053	-0.615967
08026		0.774710	-0.335904	9.936516	-0.002861	-0.000572	-0.006866	-0.355225	0.162842	-0.616699
08027		0.787509	-0.359900	9.918208	0.004005	-0.003052	-0.002289	-0.353027	0.160889	-0.599365
08028		0.800057	-0.365771	9.936413	0.001526	-0.004387	0.004387	-0.352539	0.158447	-0.613525
08029		0.775416	-0.353986	9.930400	0.000191	-0.005341	-0.002289	-0.352295	0.153809	-0.618896
08030		0.782041	-0.335406	9.875378	0.006104	-0.006485	0.003624	-0.354980	0.158447	-0.613525
08031		0.793448	-0.329136	9.918229	0.009155	0.000191	0.000000	-0.356934	0.154053	-0.624512
08032		0.793436	-0.328819	9.905997	-0.001717	-0.001526	0.000572	-0.352783	0.162842	-0.616699
08033		0.769649	-0.335398	9.851037	0.005341	-0.012016	-0.008392	-0.357178	0.154053	-0.618652
08034		0.794869	-0.359541	9.905889	0.000191	-0.005531	0.003815	-0.352539	0.158447	-0.613525
08035		0.793531	-0.347706	9.869386	0.004005	-0.001526	0.000763	-0.350098	0.158203	-0.622070
08036		0.763243	-0.359630	9.930411	0.003433	-0.004005	-0.005341	-0.354980	0.158447	-0.619141
08037		0.769392	-0.378119	9.985336	0.005341	-0.006676	-0.008392	-0.352539	0.156250	-0.607666
08038		0.764015	-0.359220	9.899787	0.006294	-0.008202	-0.000954	-0.352539	0.158447	-0.616455
08039		0.769165	-0.329598	9.863272	-0.000572	-0.002289	-0.005341	-0.357178	0.154053	-0.615967
08040		0.781383	-0.311599	9.930322	-0.004959	0.001335	-0.005531	-0.352539	0.156250	-0.616211
08041		0.756490	-0.329354	9.912144	0.004578	0.007057	-0.002289	-0.354980	0.158447	-0.619141
08042		0.792790	-0.310663	9.912109	0.005150	-0.002098	0.005150	-0.352539	0.158447	-0.616455
08043		0.787118	-0.329814	9.942638	-0.004578	0.004768	-0.000763	-0.350342	0.156250	-0.601807
08044		0.780682	-0.372593	9.918227	0.003433	0.002098	-0.007057	-0.357422	0.160889	-0.616455
08045		0.763404	-0.378190	9.954807	0.003815	-0.008965	-0.009918	-0.357178	0.156250	-0.621826
08046		0.794441	-0.341342	9.918110	0.001335	-0.002480	-0.001717	-0.354736	0.156250	-0.618896
08047		0.768621	-0.366085	9.960975	0.002289	0.008583	-0.003052	-0.352539	0.154053	-0.613037
08048		0.774956	-0.341237	9.918173	0.007629	-0.013542	0.002289	-0.357422	0.156250	-0.613281
08049		0.787207	-0.335772	9.979257	-0.002289	0.003242	-0.009155	-0.357666	0.158691	-0.607666
08050		0.780987	-0.335977	9.954829	-0.002480	-0.000191	-0.007820	-0.352539	0.156250	-0.616211
08051		0.769077	-0.341481	9.973153	0.006104	-0.000572	-0.003052	-0.352539	0.158447	-0.613525
08052		0.769473	-0.347435	9.918176	-0.001526	-0.008965	0.008202	-0.350098	0.158203	-0.619385
08053		0.768738	-0.347807	9.930447	0.001526	0.006294	-0.004578	-0.352539	0.154053	-0.604492
08054		0.774411	-0.365748	9.948749	0.007439	0.001335	0.000572	-0.354980	0.158447	-0.613525
08055		0.750921	-0.366078	9.863272	0.002289	-0.003624	-0.005341	-0.347656	0.153809	-0.607422
08056		0.769476	-0.353481	9.948643	0.006485	-0.000954	-0.002480	-0.352295	0.156006	-0.624756
08057		0.775231	-0.341642	9.899901	0.002289	-0.001335	-0.010681	-0.352539	0.156250	-0.610352
08058		0.793097	-0.323277	9.899841	-0.000954	0.008965	0.007439	-0.352539	0.158447	-0.616455
08059		0.774963	-0.322997	9.918243	0.009155	0.004005	-0.009155	-0.352539	0.154053	-0.607422
08060		0.805067	-0.322431	9.936544	0.001907	0.004387	-0.001717	-0.352539	0.156250	-0.616211
08061		0.762783	-0.347433	9.948759	0.009155	0.003242	-0.003052	-0.354980	0.151855	-0.607178
08062		0.781055	-0.359376	9.936504	-0.002861	-0.003624	-0.003815	-0.352051	0.151611	-0.624512
08063		0.793868	-0.347778	9.918184	0.002289	-0.008202	-0.002289	-0.352295	0.156006	-0.621826
08064		0.775956	-0.348395	9.942504	-0.013733	-0.000954	0.000763	-0.354980	0.162842	-0.619629
08065		0.768973	-0.335593	9.948739	0.001717	0.001526	-0.003815	-0.359863	0.158691	-0.610352
08066		0.762593	-0.341645	9.893813	0.000954	0.003242	-0.002480	-0.352539	0.158447	-0.613525
08067		0.769355	-0.322873	9.893795	0.011444	-0.005913	-0.012207	-0.352539	0.156250	-0.610352
08068		0.787938	-0.297751	9.893708	0.003433	-0.000191	-0.001717	-0.350098	0.156006	-0.613281
08069		0.774880	-0.335725	9.930440	-0.000572	0.005341	0.000763	-0.350098	0.158447	-0.613525
08070		0.768166	-0.348387	9.893809	-0.008202	0.006294	-0.003815	-0.354980	0.158447	-0.613525
08071		0.762606	-0.335818	9.899924	-0.001526	0.006294	0.012970	-0.352783	0.162842	-0.611084
08072		0.786482	-0.347846	9.924345	0.006676	0.004196	-0.002289	-0.352539	0.151611	-0.610107
08073		0.781284	-0.347472	9.924329	0.008392	-0.000572	-0.003052	-0.352783	0.158447	-0.607666
08074		0.781031	-0.359299	9.918228	-0.000954	0.004387	0.000572	-0.347656	0.156006	-0.613525
08075		0.787614	-0.323323	9.924301	0.003052	-0.005150	-0.003052	-0.350342	0.156250	-0.604736
08076		0.775717	-0.347501	9.899804	0.001907	-0.001717	-0.004768	-0.357178	0.154053	-0.613037
08077		0.775329	-0.329963	9.948704	-0.007629	-0.003624	-0.001526	-0.352539	0.156250	-0.616211
08078		0.787915	-0.336541	9.942507	-0.001717	-0.005531	-0.000191	-0.350098	0.156006	-0.616211
08079		0.793466	-0.371935	9.912123	0.006866	0.000191	-0.009918	-0.350098	0.160645	-0.619385
08080		0.774904	-0.341159	9.893817	-0.001144	0.005150	-0.007057	-0.357422	0.156250	-0.610352
08081		0.775654	-0.334993	9.936507	0.012970	-0.009727	-0.014496	-0.352783	0.158447	-0.607666
08082		0.788402	-0.352581	9.954734	0.001335	-0.001717	-0.005531	-0.354980	0.158447	-0.616211
08083		0.799304	-0.329506	9.942650	0.000763	0.005531	-0.011444	-0.355225	0.160645	-0.610840
08084		0.774865	-0.329545	9.924292	-0.001335	-0.005722	-0.004005	-0.352539	0.158447	-0.616455
08085		0.769044	-0.323663	9.912104	-0.003624	0.000000	-0.000763	-0.352539	0.158447	-0.622070
08086		0.775205	-0.341808	9.912022	0.007820	-0.001335	0.004387	-0.350342	0.160645	-0.616699
08087		0.793944	-0.311003	9.912079	0.005341	-0.009727	-0.003052	-0.350098	0.153809	-0.613281
08088		0.770239	-0.377381	9.905913	0.011063	-0.004768	-0.003242	-0.350098	0.158447	-0.613525
08089		0.769267	-0.378566	9.924293	-0.002861	-0.004578	0.001526	-0.352539	0.154053	-0.610352
08090		0.787724	-0.335817	9.936438	0.004387	0.000572	-0.010109	-0.352295	0.151611	-0.615723
08091		0.756506	-0.353426	9.954880	0.010681	0.007057	-0.012207	-0.357422	0.158691	-0.610596
08092		0.762049	-0.346862	9.942640	-0.001907	0.004387	0.002861	-0.352539	0.160645	-0.616455
08093		0.787875	-0.365795	9.973119	0.008392	-0.010490	0.000763	-0.355225	0.158691	-0.604736
08094		0.794530	-0.310282	9.930322	0.003433	-0.001907	-0.016022	-0.352539	0.158447	-0.616455
08095		0.780748	-0.316920	9.985406	0.009155	0.010109	-0.001526	-0.354980	0.158447	-0.613525
08096		0.780026	-0.335109	9.912209	-0.005722	0.003624	-0.002480	-0.345215	0.156006	-0.616455
08097		0.762902	-0.347665	9.893810	0.004768	0.000763	0.000000	-0.354980	0.158447	-0.616211
08098		0.763289	-0.347434	9.930389	0.001717	-0.008965	0.000000	-0.352539	0.156250	-0.616211
08099		0.812198	-0.341098	9.918202	0.012970	-0.008202	-0.013733	-0.352295	0.153809	-0.615967
08100		0.794218	-0.315857	9.985270	0.003433	0.002098	-0.004768	-0.350098	0.158203	-0.616455
08101		0.750693	-0.342121	9.930412	-0.006866	0.000954	-0.004578	-0.347900	0.156006	-0.607666
08102		0.775032	-0.336235	9.948641	0.002098	0.000572	-0.005531	-0.354736	0.156250	-0.618896
08103		0.780932	-0.329146	9.948770	0.009155	0.006294	0.003052	-0.352539	0.156250	-0.616211
08104		0.750232	-0.346536	9.912114	0.009918	-0.003242	-0.003815	-0.352295	0.151611	-0.618652
08105		0.756692	-0.341342	9.948757	0.008392	0.003242	-0.009918	-0.350098	0.153809	-0.613281
08106		0.768759	-0.358779	9.954851	0.008965	0.000191	-0.006294	-0.350342	0.160645	-0.616699
08107		0.774885	-0.366219	9.960958	-0.000763	0.005531	-0.007629	-0.354980	0.156250	-0.613281
08108		0.786915	-0.354358	9.905986	-0.005722	-0.002480	-0.006294	-0.350098	0.156006	-0.616211
08109		0.800012	-0.347809	9.918180	0.001526	-0.008965	-0.003815	-0.354736	0.154053	-0.615967
08110		0.775724	-0.353550	9.924256	0.006676	0.005913	-0.007057	-0.352539	0.156250	-0.616211
08111		0.787605	-0.335930	9.930392	-0.004578	-0.005150	0.002289	-0.354980	0.154053	-0.610107
08112		0.769679	-0.336176	9.960833	0.001907	-0.003242	0.001335	-0.352783	0.162842	-0.619629
08113		0.750811	-0.360348	9.985337	-0.005341	-0.001335	-0.006866	-0.354980	0.158447	-0.622070
08114		0.757132	-0.336351	9.985238	-0.001717	-0.004005	-0.000191	-0.352539	0.158447	-0.616455
08115		0.762799	-0.348052	9.967046	-0.002289	0.002480	0.009918	-0.350342	0.160645	-0.616699
08116		0.787007	-0.366561	9.936529	0.000381	0.001335	-0.003242	-0.354980	0.156250	-0.610352
08117		0.775167	-0.341359	9.960951	0.009155	-0.000572	0.004578	-0.352539	0.156250	-0.610352
08118		0.787170	-0.334945	9.985362	-0.002098	0.003624	0.001335	-0.354980	0.158447	-0.619141
08119		0.769120	-0.341936	9.936513	-0.002861	-0.001526	-0.000763	-0.347412	0.151611	-0.613037
08120		0.787618	-0.354575	9.924201	-0.004196	-0.003242	-0.004768	-0.354980	0.156250	-0.613281
08121		0.775572	-0.329203	9.893778	0.006866	-0.008202	-0.012207	-0.354980	0.156250	-0.613281
08122		0.757145	-0.365213	9.912065	0.004387	0.011253	-0.004768	-0.352539	0.158447	-0.616455
08123		0.780969	-0.347915	9.918234	0.000000	0.005531	0.003815	-0.350098	0.156006	-0.619141
08124		0.793217	-0.323714	9.948700	-0.002670	-0.006676	-0.000191	-0.352295	0.153809	-0.618896
08125		0.769188	-0.354263	9.930399	-0.005341	-0.002861	-0.001526	-0.357422	0.151855	-0.607178
08126		0.788035	-0.348463	9.905879	-0.000191	-0.007820	-0.004768	-0.352539	0.156250	-0.616211
08127		0.769115	-0.360031	9.967038	0.001717	-0.001526	0.002289	-0.352539	0.156250	-0.613281
08128		0.750951	-0.359368	9.936442	0.012970	-0.002480	0.000000	-0.350098	0.156006	-0.616211
08129		0.793783	-0.390183	9.979239	0.009155	-0.006676	0.003815	-0.354980	0.156250	-0.607422
08130		0.775664	-0.353021	9.924230	0.002861	0.000954	0.004387	-0.354980	0.156250	-0.613281
08131		0.762713	-0.341736	9.930439	0.000763	0.004768	-0.006104	-0.359863	0.160889	-0.613525
08132		0.805859	-0.347317	9.954797	0.009918	-0.013542	0.001526	-0.347656	0.153809	-0.607422
08133		0.799463	-0.341977	9.991457	-0.003052	0.001717	0.006866	-0.357422	0.158691	-0.613281
08134		0.787192	-0.329628	9.973154	0.005913	-0.000191	-0.012207	-0.352783	0.158447	-0.610596
08135		0.775180	-0.335226	9.948744	0.009155	-0.000572	-0.003052	-0.354736	0.156250	-0.618896
08136		0.787739	-0.328684	9.960909	0.001144	-0.007820	0.002289	-0.352783	0.160645	-0.610840
08137		0.775279	-0.341931	9.918198	-0.002289	-0.002861	0.005341	-0.354736	0.156250	-0.618896
08138		0.787324	-0.342381	9.966953	-0.005913	0.004387	0.000763	-0.354980	0.156250	-0.616211
08139		0.744813	-0.360223	9.948712	-0.002098	-0.003815	0.003052	-0.352539	0.158447	-0.616455
08140		0.788131	-0.354367	9.930283	-0.001907	-0.009727	-0.004578	-0.352295	0.156006	-0.621826
08141		0.781332	-0.323462	9.893793	0.000191	-0.001526	-0.003815	-0.352539	0.156250	-0.610352
08142		0.781664	-0.329492	9.954717	0.001717	-0.006294	-0.003242	-0.349854	0.153809	-0.618896
08143		0.787374	-0.304780	9.936534	0.008392	-0.000572	0.005341	-0.347656	0.156006	-0.619141
08144		0.793778	-0.322835	9.924287	-0.002670	-0.006294	-0.005341	-0.350098	0.158203	-0.622070
08145		0.787651	-0.329202	9.942616	0.007629	-0.005913	-0.002289	-0.354980	0.158447	-0.616211
08146		0.806283	-0.365536	9.942525	-0.001717	-0.000954	0.000572	-0.347656	0.160400	-0.619629
08147		0.750840	-0.353855	9.899899	0.003242	-0.002289	0.003052	-0.354980	0.154053	-0.607422
08148		0.805744	-0.347612	9.899819	0.002289	0.002098	0.003815	-0.357422	0.160889	-0.616455
08149		0.812232	-0.342213	9.973092	-0.009155	-0.008965	-0.009918	-0.350342	0.156250	-0.607666
08150		0.787885	-0.336587	9.942461	-0.000954	0.006676	-0.003052	-0.357666	0.160889	-0.610596
08151		0.769237	-0.335661	9.942613	0.000000	-0.003624	-0.008392	-0.350098	0.153809	-0.604492
08152		0.787347	-0.322784	9.960896	0.013542	0.008011	-0.007057	-0.354980	0.156250	-0.616211
08153		0.751028	-0.335461	9.905991	0.004578	-0.005913	-0.001526	-0.354980	0.158447	-0.610596
08154		0.793977	-0.353510	9.960850	0.002480	0.000954	0.002861	-0.349854	0.153809	-0.615967
08155		0.763096	-0.347920	9.997546	-0.000572	-0.003052	-0.002289	-0.347412	0.151367	-0.621582
08156		0.781337	-0.360453	9.948642	-0.004196	0.003624	0.010681	-0.357178	0.156250	-0.618896
08157		0.787183	-0.366458	9.985356	-0.004578	0.003242	0.004578	-0.352783	0.162842	-0.616699
